ATSC6se,nBondsKD,RNCG
-0.029734399387281164,-0.09055444870312529,-0.2522775114080652
0.21335375297967765,-0.9932778088256675,0.4984871633891257
-0.16836213043872753,-0.3914622349807711,-0.3441968675001059
-0.4456175913533813,-0.3484754087381373,-1.4678899633168188
0.049481447097579394,-0.7783436750332892,-0.6251047538859698
-0.31546788864381775,2.015800057819605,1.8796103145986336
0.742620099978334,-0.9932778088256675,1.7690352695294957
-0.14855816852045273,-0.3484754087381373,-0.9582283285011066
-0.24757797573535006,-0.5634095425305157,-1.0238850104865365
0.23479997860776863,-0.9932778088256675,-0.7280724708163013
-0.44561759135338114,-0.09055444870312529,-0.9658037998272833
3.1443612819541142,-0.9932778088256675,-0.7486570112215947
0.22981775904036653,-0.9932778088256675,0.5654926910664254
2.543925986460169,-0.9932778088256675,-0.119233941033822
0.345670339927817,-0.9932778088256675,0.816124190400673
0.09575406335978574,-0.6708766087819025,0.05683037317500219
-1.0804278651942703,-0.9932778088256675,1.063269781685628
-0.2788058280011591,-0.9932778088256675,-0.18663125131528127
-0.28943794794572497,2.101773711594478,1.8962157535096562
-0.0512794201227001,-0.9932778088256675,-0.13678688872814843
-1.4331151137803775,0.21035333628491582,-0.7750150739673206
-0.09425878991887943,-0.5634095425305157,-0.6784750462790164
-0.03679122378947217,-0.9932778088256675,0.17312219061801531
-0.445617591353381,0.16736651133188674,-0.4637176363377483
2.4543794814872624,0.9411293914369231,0.2454019302493774
-0.16815703984496363,-0.524330608293062,-0.286685945899622
-0.049538361305556,-0.133541274945759,1.7248313711440384
-2.4588009207772084,0.2963269913493929,0.5312792451696722
0.1471954599025584,-0.9932778088256675,0.33966865083626274
2.6640130455589577,-0.9932778088256675,-0.24511855507137714
-0.05516848283423998,2.8755365916995137,2.045664702961613
-0.44561759135338164,-0.9932778088256675,1.139079308617244
-0.21796789882406878,-0.9932778088256675,-0.4037649197712238
-0.14855816852045273,-0.026074208694372207,0.5386228591216188
0.7224711529466463,0.21035333628491582,-1.4657083148196042
-0.33629184096802195,1.94702113557347,1.750950024651231
0.9529395485241673,0.2963269913493929,-1.5216899981534269
-0.6941063279523214,1.5859317915244533,-0.9612317023468073
0.3434148134479076,-0.13354127365615423,-1.824380613913653
0.742620099978334,-0.9932778088256675,1.7690352695294957
-0.10612110777625075,-0.07213152335479722,-0.46988512263519544
-0.2181686098576549,-0.026074208694372207,-0.21863817444150685
-0.3191455399482075,-0.9932778088256675,-1.4345828981989954
-0.3708246478160116,-0.9932778088256675,-0.5108405565749556
0.08908936974589036,0.16736651133188687,0.4536733056849762
-1.1104474457682478,0.2963269913493929,0.38030008510540536
0.9746407344484225,0.554247951384405,-1.105400811293016
-1.3147183181214777,-0.13354127365615423,-1.6654682042611497
0.14850125431247616,-0.9932778088256675,1.3741030292999687
-0.945509773663604,0.2963269913493929,0.20175066931707267
-0.1498639629303705,-0.6708766087819025,0.06835918176031396
-1.1509729669338828,-0.13354127365615423,-1.331612296986884
-1.192916281696867,0.2963269913493929,0.4695747928656601
-0.33629184096802195,1.94702113557347,1.8663259636192642
1.056210796320695,0.554247951384405,-1.1064520106774978
-0.796059101645444,0.2963269913493929,-0.024617211891417638
-1.0811909606500556,0.2963269913493929,0.29839478549136933
-1.715257264859005,0.554247951384405,-0.2184178425987984
-0.31676938554206546,2.0115013755822235,1.7714163217561194
0.0041647459667942584,-0.7783436750332892,-0.6245207542267567
-0.5070215494472867,1.9083329915682183,1.344148133481017
-0.45858622303919605,-0.7588042085593648,-0.15911073612481763
0.14850125431247616,0.2963269913493929,0.8066487142314969
2.185462605533335,1.9083329915682183,-0.07165410639811173
0.6809057080594816,0.2963269913493929,0.7903451813500094
2.071785260426207,1.3280108314894412,-0.5605576996892001
-0.26855671938613784,-0.9932778088256675,-0.9191739089851098
1.5123624044751873,0.8121689114194169,-1.0411238489213133
-2.0099988964071915,0.554247951384405,-0.8193584744905945
-0.33997570753545214,2.2307341916119836,0.6584912044100993
-0.6342896764628125,0.2963269913493929,-0.3863252440057927
0.07972101433818528,-0.9932778088256675,-0.1653068786595495
-0.049538361305556,-0.9932778088256675,1.3490646287113424
0.6590277715810681,0.21035333628491582,-1.4648907152995092
0.2399092689077033,-0.6708766087819025,-0.15482398637629463
